gene_symbol	TCGA-OR-A5J1-01A-11R-A29S-07	TCGA-OR-A5J2-01A-11R-A29S-07	TCGA-OR-A5J3-01A-11R-A29S-07	TCGA-OR-A5J5-01A-11R-A29S-07	TCGA-OR-A5J6-01A-31R-A29S-07	TCGA-OR-A5J7-01A-11R-A29S-07	TCGA-OR-A5J8-01A-11R-A29S-07	TCGA-OR-A5J9-01A-11R-A29S-07	TCGA-OR-A5JA-01A-11R-A29S-07	TCGA-OR-A5JB-01A-11R-A29S-07	TCGA-OR-A5JC-01A-11R-A29S-07	TCGA-OR-A5JD-01A-11R-A29S-07	TCGA-OR-A5JE-01A-11R-A29S-07	TCGA-OR-A5JF-01A-11R-A29S-07	TCGA-OR-A5JG-01A-11R-A29S-07	TCGA-OR-A5JI-01A-11R-A29S-07	TCGA-OR-A5JJ-01A-11R-A29S-07	TCGA-OR-A5JK-01A-11R-A29S-07	TCGA-OR-A5JL-01A-11R-A29S-07	TCGA-OR-A5JM-01A-11R-A29S-07	TCGA-OR-A5JO-01A-11R-A29S-07	TCGA-OR-A5JP-01A-11R-A29S-07	TCGA-OR-A5JQ-01A-11R-A29S-07	TCGA-OR-A5JR-01A-11R-A29S-07	TCGA-OR-A5JS-01A-11R-A29S-07	TCGA-OR-A5JT-01A-11R-A29S-07	TCGA-OR-A5JV-01A-11R-A29S-07	TCGA-OR-A5JW-01A-11R-A29S-07	TCGA-OR-A5JX-01A-11R-A29S-07	TCGA-OR-A5JY-01A-31R-A29S-07	TCGA-OR-A5JZ-01A-11R-A29S-07	TCGA-OR-A5K0-01A-11R-A29S-07	TCGA-OR-A5K1-01A-11R-A29S-07	TCGA-OR-A5K2-01A-11R-A29S-07	TCGA-OR-A5K3-01A-11R-A29S-07	TCGA-OR-A5K4-01A-11R-A29S-07	TCGA-OR-A5K5-01A-11R-A29S-07	TCGA-OR-A5K6-01A-11R-A29S-07	TCGA-OR-A5K8-01A-11R-A29S-07	TCGA-OR-A5K9-01A-11R-A29S-07	TCGA-OR-A5KO-01A-11R-A29S-07	TCGA-OR-A5KT-01A-11R-A29S-07	TCGA-OR-A5KU-01A-11R-A29S-07	TCGA-OR-A5KV-01A-11R-A29S-07	TCGA-OR-A5KW-01A-11R-A29S-07	TCGA-OR-A5KX-01A-11R-A29S-07	TCGA-OR-A5KY-01A-11R-A29S-07	TCGA-OR-A5KZ-01A-11R-A29S-07	TCGA-OR-A5L3-01A-11R-A29S-07	TCGA-OR-A5L4-01A-11R-A29S-07	TCGA-OR-A5L5-01A-11R-A29S-07	TCGA-OR-A5L6-01A-11R-A29S-07	TCGA-OR-A5L8-01A-11R-A29S-07	TCGA-OR-A5L9-01A-11R-A29S-07	TCGA-OR-A5LA-01A-11R-A29S-07	TCGA-OR-A5LB-01A-11R-A29S-07	TCGA-OR-A5LC-01A-11R-A29S-07	TCGA-OR-A5LD-01A-11R-A29S-07	TCGA-OR-A5LE-01A-11R-A29S-07	TCGA-OR-A5LG-01A-11R-A29S-07	TCGA-OR-A5LH-01A-11R-A29S-07	TCGA-OR-A5LJ-01A-11R-A29S-07	TCGA-OR-A5LK-01A-11R-A29S-07	TCGA-OR-A5LL-01A-11R-A29S-07	TCGA-OR-A5LM-01A-11R-A29S-07	TCGA-OR-A5LN-01A-11R-A29S-07	TCGA-OR-A5LO-01A-11R-A29S-07	TCGA-OR-A5LP-01A-11R-A29S-07	TCGA-OR-A5LR-01A-11R-A29S-07	TCGA-OR-A5LS-01A-11R-A29S-07	TCGA-OR-A5LT-01A-11R-A29S-07	TCGA-OU-A5PI-01A-12R-A29S-07	TCGA-P6-A5OF-01A-11R-A29S-07	TCGA-P6-A5OG-01A-22R-A29S-07	TCGA-PA-A5YG-01A-11R-A29S-07	TCGA-PK-A5H8-01A-11R-A29S-07	TCGA-PK-A5H9-01A-11R-A29S-07	TCGA-PK-A5HA-01A-11R-A29S-07	TCGA-PK-A5HB-01A-11R-A29S-07
TUBA1B	11392.6465	26227.5687	23634.0216	30833.904	13962.9059	29004.0072	55038.4003	14690.4336	25193.9693	28564.3444	22914.5229	13349.1383	24315.1753	9359.1351	17607.368	12276.1147	33065.6627	27333.2876	13013.9112	25772.1724	21507.1627	22581.1462	22207.0827	22878.7371	22423.9549	20986.673	21414.7092	10421.018	20989.3757	28524.6708	30720.5374	16606.8658	23855.5798	16371.2114	19558.8357	26152.2472	14186.587	10937.1429	12851.0885	32523.9446	22638.6364	27431.1368	16632.5696	8514.1304	24784.8522	16005.2008	37766.5789	32178.5273	5345.1674	13620.947	17717.2583	21951.271	12782.0231	11655.6989	20651.1446	7978.888	22460.6988	15064.4369	13272.8486	22724.2271	26272.776	20339.6728	15552.8814	5398.8216	15513.1863	9661.1561	8681.7107	18267.7477	18623.4226	10576.2629	17885.5017	18106.4994	22725.8819	33685.4096	15654.6833	14335.0219	8552.6337	12493.3738	17225.2566
MYH11	972.5408	502.8572	82.6011	97.3509	6.438	628.2792	40.2196	242.1441	869.0275	122.6156	620.8333	69.4053	35.9446	321.5716	53.5322	459.0749	355.3681	468.6804	8.0808	51.9095	662.341	74.5323	931.4462	144.5164	41.7499	227.8479	351.6407	359.2979	496.0726	77.6892	8.2082	67.4841	566.3192	229.2205	154.1009	49.1243	7.4093	108.6522	61.5239	29.4107	515.9185	50.3468	44.089	43.7794	238.4447	53.4417	115.7277	139.2909	191.183	14.3004	858.6128	82.243	383.0247	59.4624	349.3345	328.1035	390.0611	269.5522	51.4416	164.9232	49.1624	225.5776	73.8983	22.9939	17.2895	93.3295	1065.2523	1308.3041	412.6192	4.1403	101.8878	58.2782	235.5612	72.1196	271.706	65.8089	1473.3421	42.4972	157.0569
NF2	992.3151	663.9375	987.113	1225.4067	639.3321	527.8781	918.3589	573.5466	993.129	831.9038	632.9517	798.5437	1104.0724	1208.997	929.7326	339.5005	1889.7813	949.6568	1141.1792	1288.7931	904.898	1251.2077	422.8128	340.8451	1732.5194	473.7652	226.3759	589.7323	377.4931	639.9463	483.6272	1295.9831	544.06	584.7549	910.7374	977.1074	693.1557	1493.1853	1076.9231	767.3703	644.3299	1145.4721	852.9247	1283.8411	852.1669	492.8298	1235.6392	860.6061	1254.4643	1011.5269	760.2403	409.3458	939.7446	602.1505	1024.8447	873.2953	569.8779	2544.0977	1476.7024	664.3158	1138.2936	919.708	847.4576	942.7247	488.0684	675.1445	787.6021	727.6927	634.3096	716.9236	367.3469	887.6853	661.7129	2330.7326	623.2085	345.4091	754.0783	422.2712	1690.4571
DVL3	2321.806	5784.1881	1850.3925	3697.134	831.0199	3048.937	1569.0012	2023.9023	1767.9704	2354.4614	1853.6896	1754.2476	1673.0769	1446.4717	1258.6323	2168.3626	1232.0393	1661.3272	1199.4362	2538.3621	1750.9452	1539.7453	2494.2769	2193.4272	1581.576	1675.7077	1684.839	1497.5867	3201.5567	2505.5979	1631.5701	872.6216	1369.673	2485.8562	1487.7102	1367.6143	2394.1203	1607.2691	1651.6691	1423.9226	3093.2521	1322.736	1418.8002	1746.2399	1466.1806	1680.2103	2549.6403	1904.8485	1694.1964	1366.909	1447.8427	4087.8505	3031.5243	1661.2903	956.5217	1356.3352	1803.2564	2962.0081	1266.975	1942.8961	1235.081	3269.0662	2869.4915	1332.137	1602.2813	2208.0925	2445.9395	1605.2433	1894.5607	2186.6847	2477.0408	2439.5667	1890.1056	2128.7386	2498.8442	1909.4316	1671.1158	2353.3627	1552.927
PTCH1	223.8232	252.4493	133.9061	1532.9202	51.9737	180.5054	426.0257	371.2584	341.9662	135.4573	370.8651	165.0485	169.6833	311.227	166.0621	128.5846	246.7648	276.1251	134.8367	56.0345	205.1678	125.6039	116.6517	238.9671	133.5553	168.1867	161.4746	432.6459	570.1313	31.348	123.5936	162.7907	167.2757	139.9266	97.0246	721.6252	31.695	97.4255	391.8723	113.8962	315.8388	91.5222	155.485	52.4489	265.1546	1072.6577	293.0825	83.6364	44.6429	150.3813	209.7215	134.5794	264.565	274.1935	85.1819	196.7595	334.464	97.6934	101.481	337.163	157.4531	59.9044	57.6271	145.9548	125.469	86.7052	578.568	73.1659	487.8661	82.6698	229.5918	431.0148	571.7638	109.2328	155.3398	211.7427	268.6906	281.6979	135.1243
NRG1	0.4803	0	0	4.6476	0	0	0	2.0399	0.5285	15.1498	1.9084	16.3835	0	0.3861	1.0748	2.7752	1.3387	1.5256	0	0	5.3992	3.0742	19.9064	4.2254	0.37	37.4275	12.4611	0	0	0.4478	110.8312	76.1099	0.8281	0	6.4683	11.7656	0	0	0	0	0.4686	0	5.9802	1.5426	1.6201	1127.1511	3.9845	37.5758	1.1161	0	18.0229	5.6075	0.399	10.7527	7.9858	0	0	13.5685	0	0.455	12.9667	0	22.0339	0.5982	0.6003	0	0.4805	34.8199	4.1841	0.6776	45.068	16.5336	2.7376	21.2397	69.8104	0	15.3537	0	1.6038
KRT5	0	0.8053	1.185	0	0	0	0	0	0.5285	451.8213	0	0	0.5656	0	0	0.9251	0	0	1.8793	7.3276	2.6996	0.4392	1.5925	0	0	0	0.5192	0	0	0.4478	0	0	0.8281	0	0	2.2411	0	0.5048	0	0	0	0	0.7475	0	0	0	0	1.2121	0	0	0.5461	0	1.5962	0	0	0	0	0	0	195.1996	286.1943	0.5034	0	0	144.6796	0	0	0	0	0	0	0	65.702	0.4335	0.4623	0.6246	0	1.6538	0
ARAF	954.8511	1640.7188	1842.69	1663.0519	1328.9612	701.5644	2822.6274	795.5537	2337.7378	1121.5328	1426.2087	2334.9515	1084.276	1464.6201	1571.4094	1081.4061	1381.5261	1154.8436	1745.8304	655.6034	1561.4349	656.5657	1964.3675	1723.4742	1311.8757	1994.0779	2171.3396	1783.6771	1199.9351	1726.8249	1757.8505	1441.8605	1198.2569	957.8925	1558.8616	2805.8223	1295.8199	1545.684	854.8621	835.0923	1323.3365	2001.9268	1983.1807	11149.248	1411.0976	1266.2524	812.3962	1003.0303	1137.2768	2108.8846	1542.8727	755.1402	1254.988	1602.1505	1495.1198	1637.4869	1864.9932	521.0312	824.1488	1336.8217	1995.9502	1678.3287	1138.9831	1066.547	1506.2284	1268.2081	2561.7492	2238.1728	1477.8243	1779.4342	981.2925	2136.26	1798.5921	1783.7018	2495.1456	2021.2367	1971.5607	2110.2536	2066.5597
RPS6KB1	972.1422	667.5612	703.3032	767.622	675.6577	519.0533	638.6241	697.2995	605.1797	654.1161	654.5802	1024.8786	422.5113	705.8596	512.1591	906.568	462.7398	492.7536	749.8238	788.7931	584.7282	819.9385	1360.008	697.6526	469.8483	656.1649	584.6314	634.4888	807.5239	1153.1572	664.9874	651.1628	527.498	575.2537	640.3622	528.3328	562.701	845.0278	522.4964	390.9411	590.9091	506.7437	1236.4044	764.3656	703.1187	684.9904	695.0747	567.2727	800.2232	690.9026	595.3031	573.8318	781.3248	623.6559	525.2884	726.8912	543.4193	559.0231	552.3027	500.5119	633.5174	589.479	625.4237	1006.1313	788.8339	845.0867	606.4392	585.7683	632.636	668.8125	1351.1905	541.6192	470.8643	552.6658	550.6241	590.8807	821.0765	404.6307	519.6472
MYH9	7193.0836	20642.8598	12633.3876	11578.6212	11057.5385	9377.4569	16131.7862	7842.324	15625.2643	17314.0247	8405.8524	7484.8301	11058.8235	11318.0809	15223.9688	11887.1415	13782.2401	11077.0404	7267.5593	22409.9138	21357.428	17204.6552	11432.6665	8420.1878	19212.3566	15249.0821	12244.0291	15011.4085	4815.9559	19705.3292	28335.8522	19729.9154	17781.7342	14714.7484	9293.6611	6534.9663	11093.7069	12961.6355	7635.7039	13812.2252	13060.9185	22284.2004	8388.7124	20634.0147	8722.5597	7481.3576	17386.1649	13689.0909	8867.1875	16353.9635	10931.1851	7297.1963	15923.7829	10747.3118	9228.9264	10478.1443	8261.8725	11124.8304	23467.9443	6853.3728	10854.0791	8954.4425	11949.1525	8125.0187	7399.6698	9298.2659	12355.5983	23250.4633	21258.5774	10785.7022	7329.932	11344.3558	13919.8279	30156.9137	12444.7527	5370.3935	16965.1924	23641.6759	63617.8829
NOTCH3	749.7598	901.0868	804.029	770.7204	523.6487	1438.4276	3686.2826	1567.6488	1737.315	3798.5964	875.3181	1344.6602	524.8869	748.7209	343.9473	2946.346	547.9697	884.8207	582.1001	220.6897	2199.0749	847.6065	2428.5856	1604.6948	502.7747	1625.0148	1006.2305	1050.8995	688.8276	1120.4657	1045.8438	131.0782	2698.7692	428.4172	584.7348	846.565	276.5273	478.5462	1024.6734	439.7537	873.0084	2742.7746	405.9054	2324.3347	582.152	447.4187	1612.839	1526.6667	137.2768	2489.8032	638.9951	1342.0561	371.1093	1811.828	1609.583	770.7192	1780.8684	691.9946	419.4548	684.3363	582.1136	646.3629	737.2881	268.5808	763.0197	508.6705	1967.3234	2749.8937	1887.0293	235.8123	302.7211	1249.7149	989.8318	9750.3251	1874.711	873.2042	1942.9469	2726.0198	5925.822
KRAS	959.6542	1052.0732	943.2677	597.2115	364.3746	413.1568	966.8462	915.9067	928.1184	672.385	482.1883	713.5922	417.9864	1012.4529	518.6081	728.9547	1589.469	540.8085	736.669	1784.4828	610.6442	934.1238	566.1391	653.5211	731.7795	730.0722	625.649	1583.1505	796.4975	2756.3815	702.6029	1144.2918	604.5111	633.1246	697.2833	703.1364	514.0101	1214.0333	1021.7707	1566.8426	519.2127	291.9075	1083.162	704.5893	960.1728	282.5048	1000.5534	1293.3333	532.3661	541.2307	606.7723	665.4206	958.8986	327.957	370.8962	1361.9303	1257.8019	241.5197	903.4885	781.7086	998.4382	1236.8487	827.1186	957.0809	850.0675	537.5723	618.4527	777.9391	648.5356	853.8032	1156.4626	1088.3694	2321.4705	719.1157	992.1405	615.8651	699.2934	551.2679	294.7073
PDK1	693.0836	205.3415	1838.5424	87.529	442.6145	217.4087	416.494	90.7747	607.8224	502.6178	267.8117	99.5146	746.6063	174.9204	199.382	92.5069	670.2365	123.5698	575.0529	1052.1552	208.9472	963.5485	115.4574	303.2864	1339.9926	368.1156	564.9013	254.9364	450.7864	2004.9261	1716.2049	1908.0338	259.1945	512.2004	569.2109	294.701	1562.2416	339.7274	79.8258	1848.285	273.6645	159.9229	535.9746	1402.2368	1181.045	687.3805	449.3636	1567.8788	427.4554	319.2055	542.3266	600	217.4781	107.5269	405.5013	178.1093	692.673	278.1547	2439.2344	625.6399	722.4321	432.9222	188.1356	503.0656	811.6464	123.6994	887.5541	157.7916	651.8828	118.5838	576.5306	206.3854	534.2198	372.7785	273.2316	417.2392	562.5055	70.011	807.9391
MAP2K1	805.1537	1127.1758	1966.4702	711.1309	982.7383	1039.294	1823.0999	852.7826	2101.2104	2202.2903	1097.7099	1098.7561	1010.7523	784.2301	1571.8769	1015.2544	798.5587	1158.6117	1798.755	1071.3276	943.2914	1247.5538	1008.8464	1237.6244	1900.0962	1028.857	1565.3894	1811.9263	1518.6768	2813.0094	1298.2972	1453.1554	1149.1672	1099.7625	1154.8124	878.1249	1769.3156	960.2625	643.5849	1023.9754	1150.1312	915.7996	2284.8365	1380.0926	2951.1003	658.0306	1293.2905	832.9576	669.9554	1098.3933	863.2114	349.0654	622.5738	575.2688	706.3886	2239.0768	870.9837	185.2103	2066.3932	1096.6898	927.5472	742.5271	844.1525	1630.5309	1731.0461	1059.4566	2389.0918	1037.5681	1029.6234	1086.2816	1143.5204	1097.9247	1128.7212	1310.6372	1016.1951	678.7945	983.6762	1252.806	3894.0136
PRKAA1	1942.8434	812.5081	803.4365	856.7002	812.0188	614.1195	1292.5818	1668.283	736.7865	1192.3805	1360.687	1405.3398	587.1041	1099.3339	919.5217	1586.494	1035.2521	1028.2227	1107.3526	1352.1552	1061.4734	870.0044	1391.4601	1764.3192	973.7329	1685.6568	1257.0093	2219.8333	675.2067	2515.0022	2109.8237	847.7801	1348.1425	556.2513	1296.2484	1368.7348	541.1116	747.6022	1354.1364	2082.6737	1320.5248	666.6667	988.974	787.8905	1138.9226	757.6482	760.155	912.7273	791.2946	1148.4306	1405.243	1583.1776	1689.5451	1037.6344	1126.8855	1479.8928	660.787	610.5834	848.7502	1050.1649	1052.6206	1090.3599	1525.4237	802.1534	1832.808	1391.9075	971.6482	1423.6507	1643.5146	1180.4167	3187.0748	976.0547	1719.9844	1436.9311	1814.147	1417.2392	1593.6491	809.8126	955.0922
FOXM1	75.2257	835.8446	223.3862	1035.0503	27.0766	2103.1087	2137.6461	433.8624	1956.5592	1893.4254	546.444	122.6456	764.2364	110.725	935.655	101.4154	1248.871	256.148	692.4031	2413.8405	210.4158	977.7075	496.4427	491.3709	946.2449	629.8519	384.4964	99.0171	57.1883	1645.5979	772.1444	609.2072	656.3831	597.3569	331.3066	1133.4502	392.9995	245.3256	283.3237	648.1179	807.8444	289.5857	229.0413	86.0278	1078.2935	434.8614	2150.7958	2721.8182	18.4598	660.8619	107.7553	746.5607	122.8252	79.1398	110.5945	232.3208	1052.0963	500.1221	858.394	144.3886	165.1035	1212.7964	237.0169	20.4755	291.9886	86.4971	411.9414	168.4844	265.7322	424.9365	451.7092	264.4812	364.6031	1801.114	89.3897	672.0237	68.1253	157.7619	933.0914
COL6A1	3476.9452	4396.3212	5677.9736	7171.9597	1915.2019	1506.2174	45990.8827	5542.0177	1930.2326	7722.8473	2882.9517	2863.4709	1962.6697	2586.35	912.5353	19812.2109	2396.2517	4710.9077	2009.8661	797.4138	8578.7136	6655.6873	8882.6515	13486.385	1962.6341	7449.4848	7578.92	636.6828	6951.8404	1682.0421	4327.1201	390.592	4684.5467	753.1851	1521.3454	8913.3041	2799.265	1071.1762	4232.2206	2824.5383	4522.9616	7292.8709	3532.7976	18185.4994	4499.5275	1826.0038	1956.8345	8698.7879	2412.9464	4339.0672	12175.8602	11940.1869	2509.178	6311.828	6980.4791	1198.2749	7976.9335	3402.9851	470.5029	2204.9824	1684.7487	5262.0186	7266.1017	1184.9858	945.52	8544.5087	1924.5555	11571.6795	6116.318	705.404	3125	1287.3432	2039.4994	28128.3052	5645.8622	1097.4391	4162.9591	33562.8445	4354.4507
STAT5A	985.5908	1369.3459	419.4934	624.3222	1522.8845	388.2872	1194.3639	741.1569	459.8309	535.591	431.9338	6067.3544	562.7828	539.4343	449.8186	1232.1924	562.249	913.0435	844.2565	249.1379	1489.0863	319.7189	2533.2935	1501.4085	277.0995	2188.7955	3159.9169	504.1685	763.4182	230.6314	634.7607	42.8118	815.6759	223.7098	733.5058	2726.8245	876.8948	1317.5164	362.8447	588.3905	383.7863	1854.5279	662.3061	587.7362	375.8607	2044.4551	169.5628	1779.3939	1344.8661	607.1999	1703.9869	629.9065	822.8252	2150.5376	2244.0106	621.9839	1204.8847	386.7028	135.308	594.6991	2371.5223	842.1847	855.9322	1284.2829	677.1724	2200	245.555	1040.6313	867.7824	649.8391	675.1701	492.0182	699.648	872.9952	1928.3403	681.4491	1551.7753	937.1555	424.2181
XIAP	805.9558	1371.7617	2055.3992	1297.4438	689.6292	718.8127	1179.8591	1111.0554	1628.4355	1024.3957	1371.5013	1241.5049	510.181	1765.0352	1571.9468	1471.7854	1637.6618	1550.7246	2179.4691	770.2586	855.2258	917.4352	1533.9902	1583.5681	1631.5205	1979.865	2044.6521	1977.183	1279.066	998.6565	2078.9253	997.8858	1736.5201	467.2857	1534.282	2365.4516	453.8356	1523.9778	1217.7068	854.4415	1960.1687	829.4798	1581.0129	1276.128	1992.7096	1173.9962	1066.0764	876.9697	924.1071	1783.2949	1194.9754	859.8131	1406.6241	3123.6559	1226.2644	2386.7584	945.0475	1025.7802	1246.0638	1366.8525	1733.837	1408.5074	2069.4915	1582.1744	2404.9227	1246.2428	2344.5459	2076.8551	1774.8954	1619.5155	1642.8571	1553.5918	2146.2652	920.2427	1889.9676	2080.5746	1259.7051	1966.9239	1827.5862
NDRG1	2866.4745	1089.5178	8018.3676	2213.0132	717.572	1324.5086	7243.6801	950.5847	8789.1121	31041.5506	1099.2366	3274.2718	1725.1131	1197.0267	4040.3063	2069.3802	8065.1495	602.5934	1329.105	3571.9828	5635.6355	2434.3434	3177.864	1450.7042	2482.057	4981.1678	1757.0093	863.0978	1997.7299	4875.056	7501.5953	13338.2664	991.2325	3307.277	1688.2277	1559.2259	4458.8884	3123.6749	393.3237	12641.1609	2613.8707	5820.8092	13710.3345	4079.4447	17950.5873	7069.7897	1297.1776	7039.3939	1246.6518	1305.9053	2049.1535	2338.3178	1214.2857	704.3011	1292.8128	447.6046	1105.8345	265.943	1273.7404	2764.6457	1087.816	5213.189	1330.5085	2068.4911	2311.8715	726.0116	4279.6732	3121.4533	3250.2092	273.0815	6732.9932	1723.4892	7595.6199	3102.2974	2079.9815	1617.7389	3525.0807	2078.8313	3677.6263
PGR	356.8636	125.6207	195.888	37.9551	172.6867	2.8079	0.8288	256.9843	282.1512	0.8912	491.7303	238.8774	289.5928	547.0335	544.7481	142.4607	1271.0531	278.6575	255.4522	734.2241	48.5924	482.5121	121.0312	2.8169	607.4436	202.6152	220.9761	866.2527	319.9741	1034.0349	350.1662	0	129.1832	465.4027	109.9612	174.1817	786.169	395.7597	107.402	1657.5198	381.2324	273.6031	296.767	734.6818	448.9051	445.8078	542.1981	614.903	149.5536	205.7102	297.4659	78.5047	711.4405	53.7634	120.6744	471.752	6.1058	881.2076	430.8392	151.9736	251.4619	185.2504	93.2203	315.8367	131.4723	78.6821	650.4181	137.5167	575.59	373.9183	45.3997	785.4162	544.5014	35.9775	12.4827	86.8207	176.8752	26.4609	992.3817
GAB2	626.8012	1579.519	221.0043	198.2959	880.7581	953.4697	1170.7418	734.6973	221.4588	154.1718	375.3181	324.0291	347.8507	222.8014	326.75	279.371	532.7979	432.4943	131.0782	350	1036.0974	376.8116	364.2878	383.0986	623.0115	186.1897	721.1838	342.2554	534.4576	636.3636	197.4811	526.4271	308.0522	535.5215	236.74	179.846	398.2545	207.9758	178.5196	338.6104	350.0469	694.605	281.8165	279.2133	211.6916	1328.8719	881.0183	146.0606	242.1875	208.5476	179.1371	155.1402	537.1109	155.914	188.11	617.3214	268.6567	299.8643	485.2637	190.6495	285.7312	621.6965	425.4237	83.7446	150.0825	168.7861	1220.0865	468.9673	277.8243	378.1128	280.6122	515.9635	703.1678	911.5735	425.3352	192.3798	750.5889	836.8247	868.0834
YWHAB	5670.5091	10627.0264	4742.4085	2716.4988	8153.1603	5095.4673	6159.5524	9109.7703	5153.8055	7909.9922	8476.4631	6837.9854	8768.0995	8523.2165	7932.2854	7147.086	10746.988	7521.7391	8349.0721	8328.8793	6652.8358	6432.5867	7997.6112	9969.4836	7917.4991	9626.9099	15424.1952	12979.8157	5471.7042	7969.0999	11613.0982	5054.9683	9192.7086	6027.2079	7368.6934	10626.6038	6582.9123	7898.0313	6698.1132	7041.7766	5756.3261	5949.9037	8153.9899	4651.3691	4716.6194	8668.738	7348.3121	7991.5152	4040.1786	8895.1942	8536.319	6099.0654	5786.5124	6483.871	8771.0736	10768.6211	6446.4043	3123.4735	7837.409	5982.0271	6282.3806	5918.4495	8098.3051	6082.2491	7534.1438	6240.4624	3704.469	9162.0516	9929.7071	10440.7928	7059.5238	9450.3991	9055.9249	7083.6584	8186.7776	6959.4004	6449.2716	8921.1687	8044.5068
PIK3R2	3802.781	1585.7235	4952.9788	3745.213	1977.995	1866.5864	1992.5404	3846.1963	4970.4598	853.8309	3400.4453	2216.6323	1836.8269	2396.6252	4103.1036	4667.7058	3309.286	2586.4302	3375.2079	2774.1379	2638.6955	5970.5226	4603.181	5076.2066	1763.3407	7119.8673	1215.6282	1565.0373	2427.9228	1052.8437	5859.5668	3176.5328	3839.6058	3060.5312	2972.4968	7492.7837	1787.7814	3545.4215	2648.4761	3884.1073	2249.6439	2100.1927	4100.3102	5427.2773	3717.1324	1878.5086	4774.964	3090.5758	2550.2232	2693.4988	3577.4549	3010.8598	3252.3663	2898.5484	3294.2946	1329.3064	4364.0841	14259.6879	1666.4289	1309.0661	2567.0745	3583.2268	5742.2881	1722.967	2597.6287	3871.0751	2976.963	4587.2757	3972.2845	1399.5392	5046.6327	1884.561	4038.6077	1286.8921	5088.5853	2575.8901	5114.7309	3238.6439	2175.6375
ANXA1	1128.2421	551.6036	1570.7303	375.6778	3804.1375	316.085	7315.3751	394.717	2099.3658	10107.1627	624.0458	2531.5534	275.4525	16860.7008	4890.5011	7375.5782	2983.9357	1884.058	332.1588	358.1897	11203.2417	388.6693	5099.2336	4617.8404	129.1158	4028.8997	861.8899	2900.3949	382.0334	4403.9409	5567.0865	67.6533	5602.0785	437.0546	2112.5485	1951.4136	2474.5062	360.424	1416.5457	763.4125	866.9166	1779.3834	1240.142	80.6016	1673.012	129.5411	1919.6458	578.1818	171.875	490.1578	4991.8078	3684.1121	193.1365	4838.7097	1519.9645	516.6103	613.9756	301.2212	215.8778	753.9529	534.4145	316.1339	4508.4746	700.4636	543.2988	3635.8382	234.0221	7143.3766	10498.7448	71.8279	15448.9796	2208.0958	4419.2413	3358.9077	3333.3333	445.9713	634.04	871.5546	3427.4258
EZH2	75.8886	326.5332	190.194	366.3826	30.7371	747.6935	426.4401	66.2961	383.7209	831.0126	101.145	64.9272	248.3032	119.3165	393.9272	40.7031	724.2303	162.4714	163.4954	270.6897	69.6491	501.0979	139.7432	168.0751	305.9563	124.6003	97.6116	148.3107	91.4545	319.7492	126.9521	131.0782	273.2721	161.5202	107.3739	224.1072	150.6661	39.8788	158.2003	326.2973	581.537	323.6994	110.6335	58.6194	234.9129	180.2103	423.2429	863.0303	46.875	89.3775	66.6303	241.1215	84.996	53.7634	62.9991	133.8151	634.3284	175.0339	293.3724	180.1843	66.2229	284.4198	74.5763	69.9865	115.8637	73.9884	127.8232	79.3366	135.5649	201.9312	81.6327	176.7389	103.6371	684.8721	107.7208	232.9794	47.806	118.5226	390.1363
RAB25	0.4803	1.2079	0	0	0.5589	0	0.8288	0	2.1142	2.2279	0	0	0	0	0	0	0	0	0	0	1.6197	0	0	0.939	0.7399	0	0	0	0	0	0	1.0571	0	0	0	0	0.4593	1.5144	0	0	0	0	0	0	0	1.912	0	0	0	0	0	0	0.399	0	0	0	0	0	0	3.6401	2.7786	0.5034	0	0	0	0	0	0	0	0	1.7007	0	0	0.4335	0	0.6246	0.3489	0	0.401
ERCC1	469.7406	812.1055	1707.4152	1264.1363	1104.3008	1961.797	1282.6357	1536.0307	1371.9239	1671.828	1383.5878	1767.5971	2442.3077	1034.0766	2040.4461	1321.9241	1557.7867	1089.8398	523.8431	972.3319	1058.7738	1546.3329	1865.6315	852.1127	672.2161	706.384	758.567	928.4774	2299.3352	697.2682	878.5894	898.5201	849.6279	1922.6949	1360.9314	836.3457	1984.3822	1373.5487	1352.6851	1648.6368	1199.6251	952.7938	1094.3749	1518.2646	1340.7857	1705.0191	2045.0647	1166.6667	789.8549	1383.224	964.402	874.7664	1905.0279	1231.1828	863.354	1158.0604	1414.5183	1294.4369	1114.446	1409.6235	659.1822	2448.4571	1901.6949	738.7468	1003.1517	1065.896	1283.037	1863.9686	676.1506	1260.2202	1625.8503	923.6032	1058.2714	1748.1578	1892.7416	1378.5134	600.8898	1173.6494	1527.2654
